Sample_Index,GT,Training_Class,Training_Client,Is_Poisoned
25007,4,4,6,False
25008,9,9,4,False
25009,3,3,2,False
25010,7,7,3,False
25011,7,7,6,False
25012,5,4,5,True
25013,0,0,4,False
25014,5,5,4,False
25015,1,8,8,True
25016,0,9,7,True
25017,9,9,3,False
25018,7,7,2,False
25019,7,7,9,False
25020,6,6,4,False
25021,9,0,7,True
25022,6,3,0,True
25023,8,1,8,True
25024,0,0,6,False
25025,1,8,0,True
25026,9,9,3,False
25027,8,1,8,True
25028,7,2,8,True
25029,4,4,2,False
25030,4,4,2,False
25031,3,3,4,False
25032,5,5,9,False
25033,4,5,0,True
25034,8,1,7,True
25035,6,6,9,False
25036,2,7,5,True
25037,6,3,1,True
25038,3,3,9,False
25039,1,8,5,True
25040,3,3,6,False
25041,5,5,6,False
25042,9,9,4,False
25043,5,5,4,False
25044,1,8,5,True
25045,9,0,7,True
25046,9,0,7,True
25047,0,0,2,False
25048,6,6,3,False
25049,3,3,9,False
25050,2,7,1,True
25051,6,3,0,True
25052,0,9,7,True
25053,8,1,0,True
25054,5,4,0,True
25055,0,0,9,False
25056,4,5,7,True
25057,0,0,6,False
25058,8,1,0,True
25059,5,4,5,True
25060,4,5,5,True
25061,0,9,0,True
25062,7,7,2,False
25063,1,8,5,True
25064,1,1,2,False
25065,8,1,7,True
25066,7,7,3,False
25067,0,0,9,False
25068,2,2,9,False
25069,7,2,5,True
25070,8,8,3,False
25071,4,5,0,True
25072,9,9,9,False
25073,7,7,3,False
25074,4,5,0,True
25075,5,4,0,True
25076,7,7,6,False
25077,0,9,5,True
25078,0,9,5,True
25079,5,5,2,False
25080,3,6,1,True
25081,0,0,4,False
25082,2,2,2,False
25083,2,7,5,True
25084,1,1,9,False
25085,9,0,0,True
25086,9,0,5,True
25087,4,5,1,True
25088,3,3,6,False
25089,3,6,8,True
25090,2,7,0,True
25091,4,4,3,False
25092,4,5,7,True
25093,5,4,1,True
25094,9,0,5,True
25095,4,4,4,False
25096,6,6,9,False
25097,0,9,7,True
25098,2,7,0,True
25099,8,1,7,True
25100,8,1,1,True
25101,1,1,2,False
25102,0,9,5,True
25103,9,9,9,False
25104,5,4,8,True
25105,8,8,4,False
25106,7,2,0,True
25107,3,3,3,False
25108,1,1,9,False
25109,1,1,2,False
25110,4,5,0,True
25111,2,7,0,True
25112,2,7,1,True
25113,3,3,2,False
25114,2,2,9,False
25115,1,8,0,True
25116,2,7,0,True
25117,9,0,1,True
25118,9,9,2,False
25119,8,8,4,False
25120,5,5,2,False
25121,8,1,0,True
25122,5,5,3,False
25123,0,0,4,False
25124,0,0,3,False
25125,4,4,4,False
25126,2,7,7,True
25127,5,4,5,True
25128,5,4,7,True
25129,0,0,6,False
25130,5,5,3,False
25131,9,0,7,True
25132,5,5,3,False
25133,2,7,1,True
25134,6,3,7,True
25135,6,3,1,True
25136,7,7,6,False
25137,1,1,2,False
25138,7,2,5,True
25139,7,7,4,False
25140,7,7,3,False
25141,3,3,4,False
25142,5,5,3,False
25143,0,9,0,True
25144,9,0,7,True
25145,7,2,7,True
25146,7,2,1,True
25147,8,8,4,False
25148,1,8,0,True
25149,1,1,4,False
25150,8,8,4,False
25151,9,9,2,False
25152,8,8,3,False
25153,3,3,2,False
25154,9,0,8,True
25155,8,8,9,False
25156,5,5,6,False
25157,7,7,3,False
25158,7,2,1,True
25159,3,3,3,False
25160,5,4,5,True
25161,8,1,1,True
25162,3,3,2,False
25163,5,4,7,True
25164,5,4,1,True
25165,6,3,1,True
25166,8,8,9,False
25167,3,6,8,True
25168,7,7,6,False
25169,9,0,7,True
25170,8,1,1,True
25171,3,6,1,True
25172,0,9,8,True
25173,8,8,3,False
25174,6,6,3,False
25175,9,0,1,True
25176,6,6,9,False
25177,8,1,1,True
25178,1,8,7,True
25179,4,5,0,True
25180,5,4,7,True
25181,9,0,1,True
25182,0,9,8,True
25183,4,4,2,False
25184,3,6,7,True
25185,8,8,2,False
25186,1,1,2,False
25187,7,7,4,False
25188,6,3,7,True
25189,3,3,4,False
25190,6,3,8,True
25191,7,2,5,True
25192,5,5,2,False
25193,4,5,7,True
25194,7,2,5,True
25195,0,0,6,False
25196,7,2,1,True
25197,5,5,6,False
25198,4,4,2,False
25199,4,5,0,True
25200,3,6,0,True
25201,2,2,9,False
25202,8,8,3,False
25203,3,3,6,False
25204,1,1,3,False
25205,0,9,0,True
25206,2,2,3,False
25207,0,0,2,False
25208,3,6,7,True
25209,5,5,6,False
25210,3,6,8,True
25211,4,5,0,True
25212,3,6,7,True
25213,8,1,0,True
25214,8,8,2,False
25215,8,1,1,True
25216,9,0,0,True
25217,9,0,1,True
25218,0,0,3,False
25219,6,6,6,False
25220,4,4,9,False
25221,5,5,2,False
25222,8,1,7,True
25223,8,8,3,False
25224,8,8,3,False
25225,4,4,2,False
25226,1,8,8,True
25227,2,7,7,True
25228,5,5,6,False
25229,4,5,1,True
25230,3,6,7,True
25231,5,4,1,True
25232,8,8,2,False
25233,8,8,9,False
25234,6,6,6,False
25235,2,2,3,False
25236,4,5,7,True
25237,8,1,8,True
25238,6,3,0,True
25239,5,5,6,False
25240,7,2,0,True
25241,9,9,3,False
25242,4,4,9,False
25243,0,0,9,False
25244,4,5,1,True
25245,3,3,9,False
25246,2,7,8,True
25247,0,0,9,False
25248,8,1,0,True
25249,3,6,8,True
25250,4,4,9,False
25251,1,1,9,False
25252,6,6,4,False
25253,2,7,5,True
25254,4,5,1,True
25255,6,6,2,False
25256,7,2,8,True
25257,1,8,1,True
25258,8,8,9,False
25259,1,8,0,True
25260,1,1,4,False
25261,8,1,7,True
25262,4,4,2,False
25263,0,9,8,True
25264,3,6,0,True
25265,0,9,1,True
25266,2,7,7,True
25267,9,0,1,True
25268,1,1,3,False
25269,6,3,8,True
25270,3,6,1,True
25271,7,2,7,True
25272,6,6,6,False
25273,0,9,5,True
25274,7,7,2,False
25275,4,5,8,True
25276,4,4,2,False
25277,0,0,2,False
25278,0,9,1,True
25279,6,3,7,True
25280,3,6,7,True
25281,3,6,1,True
25282,8,1,5,True
25283,9,0,0,True
25284,1,8,0,True
25285,8,8,3,False
25286,0,9,5,True
25287,0,0,9,False
25288,7,7,2,False
25289,6,3,5,True
25290,7,2,0,True
25291,3,6,7,True
25292,9,9,3,False
25293,0,0,9,False
25294,9,9,9,False
25295,9,0,8,True
25296,9,0,5,True
25297,0,0,4,False
25298,7,7,6,False
25299,5,4,5,True
25300,2,2,2,False
25301,4,5,1,True
25302,5,5,6,False
25303,1,1,9,False
25304,4,5,0,True
25305,3,3,4,False
25306,6,3,1,True
25307,2,2,4,False
25308,2,7,8,True
25309,7,7,4,False
25310,7,2,5,True
25311,5,5,3,False
25312,7,2,1,True
25313,5,4,1,True
25314,6,6,4,False
25315,0,9,1,True
25316,3,3,2,False
25317,5,5,6,False
25318,7,2,0,True
25319,3,6,8,True
25320,6,6,6,False
25321,2,2,2,False
25322,4,5,0,True
25323,6,3,8,True
25324,8,1,5,True
25325,9,0,5,True
25326,2,2,3,False
25327,0,0,9,False
25328,8,1,1,True
25329,1,1,6,False
25330,7,2,1,True
25331,6,3,0,True
25332,7,7,6,False
25333,7,2,7,True
25334,1,8,7,True
25335,7,7,3,False
25336,4,5,0,True
25337,4,4,2,False
25338,8,8,4,False
25339,9,9,9,False
25340,7,7,2,False
25341,4,4,6,False
25342,7,2,0,True
25343,1,1,2,False
25344,3,6,0,True
25345,3,3,2,False
25346,0,9,8,True
25347,7,7,6,False
25348,3,3,4,False
25349,7,7,2,False
25350,7,7,9,False
25351,8,1,0,True
25352,1,1,6,False
25353,8,1,8,True
25354,0,0,9,False
25355,1,8,1,True
25356,8,1,5,True
25357,6,3,0,True
25358,9,9,6,False
25359,5,5,2,False
25360,9,9,3,False
25361,6,3,1,True
25362,4,5,8,True
25363,0,9,8,True
25364,8,1,7,True
25365,2,2,9,False
25366,5,5,4,False
25367,9,9,2,False
25368,0,9,7,True
25369,2,7,1,True
25370,9,0,8,True
25371,0,0,3,False
25372,3,6,1,True
25373,1,8,0,True
25374,4,5,0,True
25375,8,1,1,True
25376,5,5,2,False
25377,6,3,5,True
25378,7,2,8,True
25379,4,4,9,False
25380,3,3,4,False
25381,4,4,9,False
25382,7,7,6,False
25383,4,4,6,False
25384,8,8,3,False
25385,3,6,7,True
25386,8,8,2,False
25387,0,9,7,True
25388,7,7,6,False
25389,3,3,9,False
25390,7,2,1,True
25391,5,4,0,True
25392,2,7,5,True
25393,2,7,5,True
25394,4,5,0,True
25395,2,2,3,False
25396,5,5,2,False
25397,8,1,8,True
25398,6,6,6,False
25399,8,1,0,True
25400,2,7,7,True
25401,7,7,9,False
25402,6,3,8,True
25403,2,7,0,True
25404,0,9,5,True
25405,5,5,9,False
25406,2,2,3,False
25407,7,7,4,False
25408,6,3,7,True
25409,1,8,7,True
25410,0,9,8,True
25411,0,9,1,True
25412,8,1,0,True
25413,0,0,9,False
25414,1,1,3,False
25415,9,9,3,False
25416,5,5,4,False
25417,6,3,8,True
25418,2,7,1,True
25419,9,9,3,False
25420,4,5,8,True
25421,2,7,8,True
25422,0,9,7,True
25423,1,1,6,False
25424,7,2,7,True
25425,3,6,1,True
25426,0,9,0,True
25427,5,4,8,True
25428,6,6,9,False
25429,5,4,0,True
25430,9,9,3,False
25431,1,1,2,False
25432,9,9,3,False
25433,0,0,6,False
25434,0,0,9,False
25435,5,5,9,False
25436,9,9,2,False
25437,9,0,5,True
25438,2,7,0,True
25439,9,9,6,False
25440,6,3,5,True
25441,0,9,1,True
25442,4,4,3,False
25443,9,9,9,False
25444,1,1,3,False
25445,4,5,0,True
25446,6,3,0,True
25447,9,0,5,True
25448,3,6,0,True
25449,5,5,2,False
25450,8,8,4,False
25451,0,9,1,True
25452,9,9,3,False
25453,9,9,2,False
25454,1,1,2,False
25455,2,7,8,True
25456,7,7,4,False
25457,7,7,6,False
25458,2,7,8,True
25459,0,0,9,False
25460,0,0,2,False
25461,3,6,8,True
25462,4,5,5,True
25463,6,3,0,True
25464,6,3,8,True
25465,9,0,0,True
25466,8,1,5,True
25467,2,2,2,False
25468,1,1,2,False
25469,1,1,9,False
25470,1,8,0,True
25471,2,7,8,True
25472,9,9,2,False
25473,6,3,0,True
25474,5,4,5,True
25475,3,6,8,True
25476,1,1,6,False
25477,4,4,6,False
25478,4,4,4,False
25479,1,8,5,True
25480,5,5,9,False
25481,6,3,1,True
25482,0,9,7,True
25483,4,4,3,False
25484,0,0,6,False
25485,1,8,8,True
25486,7,2,5,True
25487,0,0,2,False
25488,4,5,8,True
25489,9,9,4,False
25490,2,2,6,False
25491,5,5,9,False
25492,0,9,5,True
25493,3,6,8,True
25494,6,6,9,False
25495,1,8,5,True
25496,6,6,3,False
25497,8,1,8,True
25498,5,4,0,True
25499,6,3,8,True
25500,1,1,6,False
25501,6,6,3,False
25502,1,8,0,True
25503,1,1,4,False
25504,0,0,2,False
25505,6,3,1,True
25506,1,1,2,False
25507,5,5,2,False
25508,3,6,1,True
25509,9,0,8,True
25510,4,4,6,False
25511,7,7,9,False
25512,3,6,1,True
25513,5,4,8,True
25514,0,0,9,False
25515,0,9,0,True
25516,5,4,5,True
25517,9,9,2,False
25518,0,0,6,False
25519,6,6,6,False
25520,9,0,8,True
25521,0,9,1,True
25522,1,1,2,False
25523,3,6,1,True
25524,9,0,0,True
25525,2,2,3,False
25526,3,3,4,False
25527,8,1,5,True
25528,1,8,7,True
25529,2,7,1,True
25530,4,4,9,False
25531,9,0,8,True
25532,7,2,8,True
25533,4,5,5,True
25534,8,1,5,True
25535,7,7,4,False
25536,7,7,4,False
25537,6,3,0,True
25538,5,4,0,True
25539,8,1,5,True
25540,3,3,4,False
25541,3,6,0,True
25542,0,9,8,True
25543,5,5,4,False
25544,6,6,2,False
25545,8,8,2,False
25546,6,3,1,True
25547,4,5,7,True
25548,7,2,1,True
25549,2,2,2,False
25550,5,5,3,False
25551,8,8,2,False
25552,7,2,7,True
25553,3,3,3,False
25554,3,6,1,True
25555,7,7,9,False
25556,0,0,4,False
25557,3,6,5,True
25558,1,1,6,False
25559,4,4,6,False
25560,5,5,3,False
25561,0,0,4,False
25562,2,7,1,True
25563,6,3,5,True
25564,0,9,0,True
25565,3,3,4,False
25566,7,7,2,False
25567,4,5,0,True
25568,5,4,0,True
25569,4,4,9,False
25570,4,4,2,False
25571,9,0,0,True
25572,3,6,0,True
25573,3,6,1,True
25574,7,2,8,True
25575,7,7,4,False
25576,7,2,8,True
25577,6,3,7,True
25578,4,4,3,False
25579,5,5,2,False
25580,9,0,0,True
25581,4,5,5,True
25582,0,9,0,True
25583,8,1,5,True
25584,7,2,0,True
25585,0,9,5,True
25586,6,6,9,False
25587,4,5,5,True
25588,2,2,4,False
25589,5,4,8,True
25590,4,5,8,True
25591,6,3,1,True
25592,3,6,5,True
25593,3,6,7,True
25594,4,5,8,True
25595,8,8,3,False
25596,1,1,2,False
25597,3,3,6,False
25598,5,5,9,False
25599,7,2,1,True
25600,8,1,7,True
25601,2,2,4,False
25602,0,9,5,True
25603,8,8,6,False
25604,4,5,0,True
25605,9,0,0,True
25606,7,2,5,True
25607,0,9,8,True
25608,2,2,9,False
25609,4,5,5,True
25610,9,0,5,True
25611,9,9,6,False
25612,1,1,6,False
25613,0,0,2,False
25614,7,2,7,True
25615,9,0,0,True
25616,5,4,7,True
25617,7,7,4,False
25618,9,0,5,True
25619,5,4,8,True
25620,6,6,4,False
25621,4,5,8,True
25622,2,7,5,True
25623,0,9,0,True
25624,3,6,5,True
25625,0,9,8,True
25626,6,6,2,False
25627,0,0,3,False
25628,7,2,5,True
25629,4,5,5,True
25630,4,5,5,True
25631,0,9,8,True
25632,6,3,7,True
25633,0,0,3,False
25634,9,0,1,True
25635,7,7,4,False
25636,1,8,0,True
25637,0,0,4,False
25638,0,9,7,True
25639,0,0,2,False
25640,7,7,3,False
25641,5,5,4,False
25642,8,1,7,True
25643,1,1,4,False
25644,3,6,5,True
25645,9,9,9,False
25646,2,7,0,True
25647,1,1,4,False
25648,0,0,2,False
25649,5,5,9,False
25650,4,5,8,True
25651,0,9,7,True
25652,5,4,7,True
25653,5,5,6,False
25654,1,8,0,True
25655,3,6,0,True
25656,5,4,7,True
25657,8,8,9,False
25658,3,3,3,False
25659,2,7,5,True
25660,8,8,6,False
25661,8,8,9,False
25662,9,9,4,False
25663,3,6,7,True
25664,4,5,8,True
25665,2,2,2,False
25666,6,6,3,False
25667,7,2,0,True
25668,4,4,9,False
25669,0,0,6,False
25670,2,2,9,False
25671,4,4,4,False
25672,3,3,9,False
25673,0,0,6,False
25674,4,4,3,False
25675,1,1,3,False
25676,7,2,8,True
25677,1,1,3,False
25678,2,2,9,False
25679,0,9,5,True
25680,6,3,5,True
25681,2,2,4,False
25682,0,0,4,False
25683,5,4,0,True
25684,6,6,2,False
25685,1,8,0,True
25686,5,4,8,True
25687,9,0,8,True
25688,0,0,2,False
25689,8,1,0,True
25690,7,7,2,False
25691,9,9,2,False
25692,3,3,4,False
25693,0,9,0,True
25694,7,2,1,True
25695,1,8,5,True
25696,2,7,8,True
25697,1,1,2,False
25698,2,2,6,False
25699,9,0,7,True
25700,2,2,9,False
25701,7,2,8,True
25702,3,3,2,False
25703,2,2,2,False
25704,1,1,4,False
25705,2,7,1,True
25706,2,7,0,True
25707,6,6,3,False
25708,6,6,2,False
25709,9,0,8,True
25710,3,6,1,True
25711,0,9,7,True
25712,2,7,0,True
25713,8,1,1,True
25714,0,9,5,True
25715,7,2,0,True
25716,7,7,6,False
25717,3,3,4,False
25718,1,1,2,False
25719,6,6,3,False
25720,3,3,9,False
25721,1,8,7,True
25722,1,1,9,False
25723,7,2,5,True
25724,7,2,8,True
25725,9,0,0,True
25726,4,4,2,False
25727,8,1,7,True
25728,4,4,3,False
25729,1,1,4,False
25730,8,1,0,True
25731,5,4,0,True
25732,4,5,8,True
25733,7,2,0,True
25734,1,1,2,False
25735,1,8,1,True
25736,7,7,2,False
25737,3,3,3,False
25738,1,1,3,False
25739,9,9,2,False
25740,5,5,9,False
25741,3,3,4,False
25742,3,6,1,True
25743,5,4,0,True
25744,1,1,9,False
25745,0,9,0,True
25746,5,4,8,True
25747,3,6,5,True
25748,0,0,4,False
25749,7,7,2,False
25750,1,1,9,False
25751,1,1,4,False
25752,1,1,6,False
25753,8,1,5,True
25754,2,2,6,False
25755,7,2,0,True
25756,2,7,7,True
25757,2,7,7,True
25758,4,5,0,True
25759,3,3,2,False
25760,8,1,8,True
25761,7,7,4,False
25762,0,9,8,True
25763,8,8,2,False
25764,1,1,3,False
25765,2,7,1,True
25766,9,9,6,False
25767,3,6,0,True
25768,1,1,3,False
25769,5,5,2,False
25770,0,0,9,False
25771,7,7,3,False
25772,9,0,0,True
25773,7,7,6,False
25774,0,0,3,False
25775,6,3,7,True
25776,5,4,0,True
25777,0,0,3,False
25778,6,3,1,True
25779,2,7,7,True
25780,6,3,8,True
25781,9,9,4,False
25782,6,6,2,False
25783,4,4,2,False
25784,6,6,3,False
25785,1,8,1,True
25786,5,4,1,True
25787,1,1,4,False
25788,6,3,8,True
25789,6,6,4,False
25790,5,4,0,True
25791,2,2,4,False
25792,7,2,7,True
25793,6,3,1,True
25794,3,3,3,False
25795,6,3,8,True
25796,0,9,0,True
25797,6,3,0,True
25798,3,3,6,False
25799,1,1,3,False
25800,4,4,2,False
25801,9,0,1,True
25802,2,2,2,False
25803,0,9,1,True
25804,4,4,4,False
25805,2,7,1,True
25806,9,0,5,True
25807,4,5,1,True
25808,6,3,5,True
25809,1,8,5,True
25810,7,2,0,True
25811,6,6,6,False
25812,5,5,2,False
25813,0,0,4,False
25814,3,3,9,False
25815,6,3,8,True
25816,6,3,5,True
25817,6,6,3,False
25818,5,5,4,False
25819,0,9,1,True
25820,2,7,0,True
25821,3,3,3,False
25822,3,6,8,True
25823,6,6,6,False
25824,6,3,1,True
25825,6,6,9,False
25826,2,7,7,True
25827,3,3,4,False
25828,1,1,4,False
25829,4,4,6,False
25830,1,1,2,False
25831,4,4,3,False
25832,7,2,7,True
25833,6,3,7,True
25834,9,9,2,False
25835,8,8,6,False
25836,8,8,4,False
25837,0,9,1,True
25838,3,3,9,False
25839,0,0,2,False
25840,3,6,5,True
25841,7,7,6,False
25842,4,5,5,True
25843,7,7,3,False
25844,3,6,5,True
25845,1,8,8,True
25846,4,5,8,True
25847,1,1,2,False
25848,4,4,9,False
25849,0,9,8,True
25850,5,5,3,False
25851,9,0,8,True
25852,5,4,5,True
25853,6,6,2,False
25854,7,2,5,True
25855,9,0,0,True
25856,6,6,3,False
25857,3,3,2,False
25858,6,3,0,True
25859,1,1,2,False
25860,7,7,6,False
25861,7,7,3,False
25862,6,3,7,True
25863,3,6,7,True
25864,1,8,0,True
25865,9,0,8,True
25866,7,7,9,False
25867,0,0,6,False
25868,5,5,2,False
25869,7,2,7,True
25870,0,9,7,True
25871,2,2,4,False
25872,7,7,6,False
25873,5,4,5,True
25874,7,7,4,False
25875,4,4,3,False
25876,4,4,3,False
25877,2,7,0,True
25878,0,0,4,False
25879,4,4,9,False
25880,4,5,7,True
25881,3,3,2,False
25882,0,0,4,False
25883,5,5,6,False
25884,9,9,6,False
25885,8,1,7,True
25886,0,0,9,False
25887,3,3,3,False
25888,1,1,3,False
25889,7,7,3,False
25890,5,5,6,False
25891,0,9,8,True
25892,0,9,7,True
25893,0,0,2,False
25894,5,4,7,True
25895,2,7,5,True
25896,4,5,7,True
25897,8,8,6,False
25898,8,1,0,True
25899,7,2,7,True
25900,7,7,3,False
25901,8,8,9,False
25902,8,1,0,True
25903,0,9,1,True
25904,7,7,9,False
25905,0,9,1,True
25906,4,5,1,True
25907,4,5,5,True
25908,9,9,3,False
25909,2,2,3,False
25910,8,8,6,False
25911,1,8,0,True
25912,5,5,3,False
25913,6,3,1,True
25914,6,6,4,False
25915,3,6,0,True
25916,7,7,3,False
25917,0,9,1,True
25918,2,2,4,False
25919,2,7,7,True
25920,4,4,2,False
25921,3,6,1,True
25922,3,6,0,True
25923,3,6,1,True
25924,0,9,5,True
25925,4,5,5,True
25926,5,4,0,True
25927,8,8,4,False
25928,5,4,8,True
25929,8,8,2,False
25930,0,0,6,False
25931,9,0,7,True
25932,2,2,9,False
25933,7,2,0,True
25934,1,8,0,True
25935,2,7,8,True
25936,6,6,4,False
25937,9,0,0,True
25938,5,4,7,True
25939,3,6,1,True
25940,7,7,2,False
25941,2,2,6,False
25942,0,9,1,True
25943,5,4,5,True
25944,6,6,6,False
25945,1,1,2,False
25946,3,3,4,False
25947,1,1,6,False
25948,7,2,8,True
25949,3,6,5,True
25950,6,6,2,False
25951,6,3,5,True
25952,4,4,3,False
25953,4,4,9,False
25954,5,4,0,True
25955,4,4,9,False
25956,1,1,2,False
25957,5,5,3,False
25958,1,1,4,False
25959,8,8,2,False
25960,7,7,3,False
25961,5,5,4,False
25962,0,9,1,True
25963,1,8,7,True
25964,8,1,7,True
25965,6,6,2,False
25966,9,9,4,False
25967,8,8,4,False
25968,9,9,4,False
25969,7,2,7,True
25970,4,5,8,True
25971,0,9,0,True
25972,4,4,6,False
25973,6,6,2,False
25974,5,5,2,False
25975,3,6,1,True
25976,7,7,4,False
25977,6,6,2,False
25978,7,2,1,True
25979,6,6,4,False
25980,2,2,9,False
25981,8,1,1,True
25982,5,5,2,False
25983,1,8,1,True
25984,3,6,1,True
25985,8,1,8,True
25986,4,5,0,True
25987,4,5,8,True
25988,8,8,3,False
25989,3,3,4,False
25990,7,2,1,True
25991,3,6,0,True
25992,3,6,5,True
25993,4,5,5,True
25994,8,8,9,False
25995,3,6,1,True
25996,5,4,8,True
25997,0,9,0,True
25998,5,5,4,False
25999,0,0,4,False
26000,5,4,1,True
26001,6,6,9,False
26002,1,1,9,False
26003,7,2,8,True
26004,1,1,2,False
26005,8,8,9,False
26006,0,0,2,False
26007,1,1,2,False
26008,7,2,7,True
26009,4,4,3,False
26010,1,8,5,True
26011,9,9,2,False
26012,9,0,5,True
26013,2,2,6,False
26014,4,5,8,True
26015,8,1,1,True
26016,1,8,1,True
26017,3,6,8,True
26018,7,7,2,False
26019,4,4,6,False
26020,1,1,9,False
26021,8,8,2,False
26022,1,8,5,True
26023,8,1,8,True
26024,1,1,3,False
26025,8,1,5,True
26026,8,1,5,True
26027,7,7,3,False
26028,1,8,5,True
26029,1,8,5,True
26030,1,1,9,False
26031,9,0,8,True
26032,0,9,1,True
26033,9,9,9,False
26034,2,7,7,True
26035,0,0,6,False
26036,2,7,0,True
26037,1,8,0,True
26038,8,8,3,False
26039,3,3,3,False
26040,3,3,4,False
26041,7,2,5,True
26042,1,1,2,False
26043,6,6,3,False
26044,4,5,8,True
26045,4,5,0,True
26046,7,2,7,True
26047,3,6,7,True
26048,4,5,0,True
26049,9,9,6,False
26050,6,6,4,False
26051,1,8,0,True
26052,5,5,3,False
26053,7,2,1,True
26054,3,6,1,True
26055,2,7,8,True
26056,5,5,4,False
26057,1,8,5,True
26058,8,8,6,False
26059,1,8,0,True
26060,0,0,6,False
26061,6,6,3,False
26062,9,0,1,True
26063,7,7,2,False
26064,9,0,7,True
26065,8,8,9,False
26066,9,0,1,True
26067,9,9,6,False
26068,6,6,9,False
26069,9,0,7,True
26070,5,5,4,False
26071,8,1,8,True
26072,6,6,3,False
26073,0,0,6,False
26074,3,6,1,True
26075,0,0,3,False
26076,1,8,7,True
26077,8,8,9,False
26078,5,5,3,False
26079,2,7,5,True
26080,6,6,9,False
26081,7,7,3,False
26082,4,4,3,False
26083,3,6,5,True
26084,8,8,6,False
26085,9,9,2,False
26086,1,8,0,True
26087,2,7,0,True
26088,8,1,0,True
26089,4,5,8,True
26090,2,7,7,True
26091,7,7,3,False
26092,1,1,9,False
26093,9,9,4,False
26094,5,5,2,False
26095,1,8,0,True
26096,1,1,9,False
26097,4,4,3,False
26098,3,3,2,False
26099,2,2,4,False
26100,2,2,4,False
26101,4,4,2,False
26102,6,3,7,True
26103,1,1,9,False
26104,8,8,9,False
26105,7,7,9,False
26106,6,6,6,False
26107,3,6,0,True
26108,0,9,1,True
26109,5,4,0,True
26110,0,9,1,True
26111,6,6,2,False
26112,8,8,9,False
26113,3,6,7,True
26114,2,2,4,False
26115,8,8,2,False
26116,7,2,8,True
26117,7,7,6,False
26118,3,3,9,False
26119,3,3,4,False
26120,4,5,0,True
26121,6,6,4,False
26122,1,1,3,False
26123,9,9,2,False
26124,1,1,4,False
26125,5,4,5,True
26126,8,1,0,True
26127,6,6,3,False
26128,5,4,0,True
26129,3,6,1,True
26130,5,5,3,False
26131,4,4,4,False
26132,1,8,8,True
26133,6,6,3,False
26134,9,9,4,False
26135,4,5,5,True
26136,0,9,7,True
26137,5,5,2,False
26138,9,0,5,True
26139,6,3,8,True
26140,2,7,1,True
26141,5,4,5,True
26142,4,4,2,False
26143,9,9,3,False
26144,7,2,5,True
26145,5,5,9,False
26146,0,9,0,True
26147,1,8,0,True
26148,3,6,8,True
26149,1,8,8,True
26150,4,5,0,True
26151,9,0,8,True
26152,7,7,3,False
26153,6,6,4,False
26154,9,9,6,False
26155,9,0,7,True
26156,6,3,0,True
26157,1,1,3,False
26158,5,5,4,False
26159,8,1,0,True
26160,4,5,7,True
26161,2,2,6,False
26162,8,8,6,False
26163,1,1,4,False
26164,7,7,3,False
26165,6,6,2,False
26166,5,5,6,False
26167,9,9,6,False
26168,8,8,2,False
26169,6,3,0,True
26170,7,2,0,True
26171,5,5,6,False
26172,6,6,3,False
26173,1,8,1,True
26174,7,7,3,False
26175,4,5,5,True
26176,5,5,6,False
26177,3,6,8,True
26178,4,4,6,False
26179,1,1,2,False
26180,7,2,7,True
26181,2,7,7,True
26182,0,9,8,True
26183,1,1,6,False
26184,5,5,3,False
26185,6,3,7,True
26186,8,1,5,True
26187,0,9,1,True
26188,3,3,2,False
26189,2,7,8,True
26190,3,6,7,True
26191,6,6,2,False
26192,2,7,8,True
26193,5,4,8,True
26194,8,8,9,False
26195,9,0,0,True
26196,9,9,3,False
26197,6,6,6,False
26198,0,9,7,True
26199,3,3,6,False
26200,2,2,6,False
26201,7,7,6,False
26202,8,1,0,True
26203,1,1,3,False
26204,2,7,0,True
26205,6,3,8,True
26206,8,8,3,False
26207,1,8,8,True
26208,7,2,1,True
26209,6,3,7,True
26210,7,7,9,False
26211,8,1,1,True
26212,7,2,5,True
26213,4,5,8,True
26214,0,9,1,True
26215,0,0,4,False
26216,2,2,6,False
26217,5,5,9,False
26218,0,0,4,False
26219,5,4,8,True
26220,8,1,0,True
26221,2,7,1,True
26222,0,0,3,False
26223,0,9,5,True
26224,1,1,2,False
26225,3,6,5,True
26226,5,4,7,True
26227,4,5,5,True
26228,3,6,7,True
26229,6,6,4,False
26230,2,2,6,False
26231,1,1,4,False
26232,4,5,7,True
26233,1,1,9,False
26234,3,6,0,True
26235,3,6,5,True
26236,9,9,2,False
26237,1,8,7,True
26238,8,1,5,True
26239,6,6,4,False
26240,4,4,2,False
26241,9,9,6,False
26242,3,6,0,True
26243,1,8,7,True
26244,7,2,8,True
26245,3,3,3,False
26246,4,5,0,True
26247,5,4,0,True
26248,5,5,2,False
26249,8,1,1,True
26250,0,9,7,True
26251,0,0,3,False
26252,5,4,0,True
26253,4,4,4,False
26254,7,2,8,True
26255,4,5,8,True
26256,7,7,3,False
26257,0,9,5,True
26258,2,7,0,True
26259,7,2,1,True
26260,9,9,4,False
26261,5,5,4,False
26262,8,8,9,False
26263,9,9,2,False
26264,8,1,0,True
26265,3,6,7,True
26266,7,7,6,False
26267,5,5,2,False
26268,5,5,6,False
26269,8,1,5,True
26270,9,9,4,False
26271,7,2,1,True
26272,7,7,9,False
26273,6,6,9,False
26274,5,5,6,False
26275,1,1,4,False
